Content,Label
"altra bottarella qui a venezia, ma nulla in confronto a quella di un'ora fa terremoto",pos
Sto cazzo di terremoto mi farà fare 24 h sveglia lo so.,pos
#terremoto .... Di nuovo....,pos
Milano... Appena avvertito uno strano movimento. #terremoto o mi crolla casa?,neg
credo proprio che aspetterò l'alba #terremoto,neg
Basta tremare che voglio dormire....ho sonno... #terremoto,pos
"Scossa di assestamento! 5.04 Padova. bella forte! Ok, nn si dorme più #terremoto",pos
cazzo....che palle...!!!!!bastaaaaaaa..voglio dormireeeeee #terremoto #Modena,pos
Altra scossa molto forte a Revere mn un minuto fa.  #terremoto  #earthquake italy,pos
Caduto il Campanile di San Felice! (MO) Terremoto #earthquake Italy,neg
#terremoto crolli al castello di Finale emilia (MO) http://t.co/ErjJpttM,neg
Duomo di Mirandola (MO) crollo parziale per terremoto http://t.co/pSv5HcnB,neg
Terremoto 5.9 registrato alle 4:03 con epicentro 36km a nord di Bologna,pos
Altra lieve scossa..,pos
"Mi Sa che ho sentito un'altra scossa di #terremoto, ora ora.....",pos
Ennesima scossa ad un'ora dalla prima. #Fuuuuu,pos
Vabbe provo a prendere sonno e c'è una nuova piccola scossa..,neg
Fra un po' mi alzo del tutto e faccio prima #terremoto,neg
State tutti bene ? #terremoto,pos
Gravi danni a finale #terremoto,neg
Forte scossa di #terremoto al nord.Quattro morti,neg
qui continua a tremare tutto #milano #terremoto,pos
"Ah,non é successo niente agli italiani?Cioé il terremoto non ha recato danni vero?",pos
Il sogno leghista si avvera! Si sta staccando la #padania! #terremoto #Bologna,pos
un'altra scossa di terremoto,pos
@SkyTg24 nuova scossa 5.1 ci sono nuovi crolli ?,pos
"A Ravenna ha tirato ancora,meno forte! Cuore in gola chi dorme più #terremoto",pos
#terremoto A Bibione(Ve) non l'ho sentito per fortuna,neg
Altra scossa di #Terremoto meno intensa #Lendinara,pos
Scossa di assestamento? #Terremoto #Lendinara,pos
ma come fanno a crollare certi capannoni? #terremoto,neg
Un altra scossa a #bologna #terremoto e chi dorme ora?,pos
#terremoto sembra che non ci siano danni a persone. Ora proviamo a dormire.,pos
"#terremoto tanta paura e molta gente ancora in strada, in auto",pos
"#terremoto tanta paura ma nessun danno evidente, ormai albeggia...si torna a letto",pos
5.05 in brianza altra lieve scossa #terremoto,pos
Un altra scossa !,pos
Un altra piccola scossa !,pos
E che palle una volta che Tommaso dormiva tranquillo #Terremoto fanculo!!!,pos
"#terremoto dunque skytg24 non è in diretta, altra scossa ORAAAA",pos
#terremoto  se so' svegliati a skytg24 e rainews!!!,neg
...il terremoto è stato forte ma nessun danno...,pos
Ancora!!!! #terremoto hai rotto la muchi@!!! Voglio dormire!!!,pos
Io nel dubbio mi son vestita #Terremoto,pos
Altra scossa di assestamento #assestamento,pos
Un'altra scossa!!! Boooona lè che il cinno mi si agita ....,pos
nuova scossa di #terremoto a #Bologna ore 05:03,pos
"Ok, non mi è crollato nulla addosso mentre stavo dormendo. Maledetto #terremoto",pos
Voglio dormireeee bastaaaaa #terremoto,pos
#terremoto ma come fa a crollare una fabbrica nuova???,neg
Altra scossa ora! meno forte di prima #terremoto #bologna,pos
a quanto pare il terremoto si e' sentito anche nel Nord Est...danni?Epicentro?Paura?,pos
#terremoto piccola scossa di nuovo a Cremona,pos
"RIP ai morti con il #terremoto, a me è bastato già quello dell'Aquila... #Pescara",neg
una nuova scossa :(((((((((((( #terrremoto,pos
Che ne dite? Torno a dormire? #terremoto,neg
Al settimo piano nessuna crepa#terremoto #bologna”,pos
#terremoto Di nuovo! Sempre piú facile riaddormentarsi...,neg
Forse una scossa d'assestamento !!,pos
pero'ho scoperto di avere ottimi tempi di reazione. #terremoto,neg
svegliato da nuova scossa di assestamento #terremoto,pos
#terremoto #Bergamo eccone un'altra,pos
#Terremoto devo dire che gli uccellini che sbraitano....sono la cosa piu inquietante.,neg
#terremoto #modena altra scossa pesante,pos
"#terremoto #modena danni all'ospedale di mirandola, sospesi i ricoveri",neg
#terremoto la facciata danneggiata della cattedrale di San felice http://t.co/FE0qiC2y,neg
Depistaggio in grande stile questo #terremoto..,neg
Altra breve scossa Brescia  #terremoto,pos
Dalle parti dell'epicentro tutto bene? #terremoto,pos
Ancora!!! Ma basta!!!!!! #terremoto #hotantapaura,neg
Altra scossa!!!!,pos
Terremoto anche a Venezia. Forte ma niente danni.,pos
Un'altra scossa di assestamento #bologna #terremoto,pos
"il #terremoto vola , 40 tweet per 5 seccondi .",pos
Altra scossa. Porca troia.,pos
Altra scossa.,pos
Altra scossa di terremoto. Rientrato il pericolo tsunami.,pos
...ed ecco la scossettina di assestamento... #terremoto,pos
Altra scossa,pos
"Notte gente, io provo a tornare a dormire... #terremoto",neg
Noooo! Altra scossa di #terremoto !!!!! Paura!!!!,pos
#terremoto Ennesima scossa ben percepita anche ai piani bassi.,pos
"Un'altra scossa! Piccola. Ok, ora non dormo più.  #terremoto",pos
"Terremoto e calamità, con nuova norma lo Stato non paga più i danni, VERGOGNA !",pos
Ancora terremoto! Cazzoooo!,pos
Beh io i terremoti li ho sentiti tutti #terremoto,neg
Altra scossa a Genova. 05:04,pos
Altra scossa!!!!!!acc,pos
E chi cazzo dorme ora con sto #terremoto ...,pos
"Comunque #giornali e #tv non hanno ancora colto l'entità dei danni, temo #terremoto",pos
Di nuovo #terremoto ma stanotte non si dorme?,pos
Certo che il mondo sta andando a puttane.. #terremoto,neg
Per fortuna sembrano non esserci danni importanti.. #terremoto,pos
"Dan Harmon licenziato e il terremoto, che giornata di mmmerda oh.",neg
No vabbé...io di andarmene fuori al freddo non ne ho voglia... #terremoto,pos
Notte e speriamo sto cazz di #terremoto abbia finito,neg
2 morti nel #terremoto di stanotte...senza parole,neg
Ok la cosa degli uccellini che cinguettano nn funziona!#terremoto,neg
Epicentro a 40 km da casa..aggiungerei Sticazzi!#terremoto,pos
I morti sono 3Spero sia finita qui#terremoto #Ferrara,neg
Tutti svegli e scossi ma danni immediati nulla. Si sa già l'epicentro? #terremoto,pos
ancora... che ansia #terremoto,pos
#terremoto altra scossa a un'ora dalla precedente. Piu lieve,pos
Altra scossa lieve di #terremoto a #Verona. Basta ho sonno!,pos
altra scossa a modena appena un minuto fa #terremoto,pos
Che scossa!!!!!!!!!!!!!!!!!! impossibile riprendere a dormire! ne seguono altre!!,pos
#terremoto si balla ancora cazzo!,pos
Stavolta non ho sentito nulla #terremoto,neg
#terremoto 5.04 ... nuova oscillazione di casa a mi,pos
Ancora #terremoto a #milano. Ora.,pos
"Abito al 4 piano, se crolla tutto... Non riesco neanche a pensarlo... #terremoto",pos
Altra piccola scossa a Genova. #terremoto,pos
cazzo #terremoto fa venire fame cazzo!,neg
ancora sto cazzo di terremoto,pos
Questa qui delle 5 è stata leggera. Quasi piacevole. #terremoto,pos
"Basta #terremoto! Un'altra scossa, anche questa non finiva più! #bastaterremoto",pos
#terremoto Pilastri Bondeno (FE) una casa crollata http://t.co/HwICtKwC,neg
Notte bianca. #terremoto ce la stai facendo fare bene. #mammastaicalma,neg
Altra scossa di #terremoto avvertita ancora a #milano,pos
Gli uccellini cantano tranquilli nonostante il #terremoto. Fanculo i geologi,neg
#terremoto sentito a Limidi di Soliera...per ora nessun danno evidente,pos
E vanti che no capimo #terremoto,neg
Come lo vedete uno STICAZZI per le chiese crollate? (Pure brutte) #Terremoto,neg
Cazzo ma di nuovo #terremoto,pos
Di nuovoAltra scossa,pos
Altra scossa. Treviso,pos
#terremoto #reggioemilia anche basta però!,pos
speriamo il #terremoto non faccia altri danni...e non ci svegli anche stanotte...,neg
Bologna Budrio Terremoto alle 4:05 nessun danno,pos
#terremoto: sentito anche a #Treviso. Avete notizie di danni alle cose?,pos
Daje... Un'altra piccola scossa. #terremoto #forlì,pos
#finaleemilia #terremoto castello crollata la torre più alta http://t.co/ReFXlKHG,neg
Altro giro! #terremoto,pos
Dormito niente. Dannato  #terremoto!,pos
Uh che scossa quasi un 'oretta fa!,pos
"SARA', MA IO NON HO SENTITO NESSUN TERREMOTO, HO PREFERITO DORMIRE.",pos
6 morti per il terremoto :'(,neg
#terremoto di nuuovo pure qui,pos
Terremoto: ricomincia a Milano...,pos
Terza scossa qui ad anzola dell'emilia,pos
"Spegnete il tagadà, che è tardi! #terremoto",neg
Nuova piccola scossa! #terremoto,pos
Allora dimmelo se vuoi che non vada più a letto. #terremoto,pos
Aggiornato l'INGV: 2012/05/20 02:03:52 Ml:5.9 Pianura_padana_emiliana #Terremoto,pos
Sarò anche non sanissimo stasera però questo era un cazzo di terremoto! #terremoto,pos
"#Emilia 4 operai morti per il #terremoto,altre 4 morti bianche per cattivo lavoro!",neg
A' rieccolo #scosseassestamento #terremoto,neg
Ma al nord in quanti avete mangiato fagioli questa sera?? O_o #terremoto,neg
"Avvertita un'altra scossa di #terremoto a #Padova, intensità minore",pos
Seguiranno aggiornamenti - #Terremoto,neg
ANCORA!!!!#terremoto,pos
"Un'altra scossa #terremoto #parma assestamenti? Ma si, siamo ottimisti...",pos
3 morti a #ferrara x il #terremoto! C rendiamo conto????????,neg
#Padova #terremoto altra scossa! Qui si balla ancora,pos
ASSESTAMENTO??? #terremoto cazzo!,pos
Altra scossa ma piccola. Bazzano (BO) #terremoto,pos
Ancora che palle !!!!!#terremoto,pos
"5:03 altra scossa di terremoto, oggi non vogliono farmi dormire!",pos
il campanile di Finale Emilia (#MODENA) crollato #terremoto http://t.co/b8DrOxBp,neg
#terremoto altra scossa alle 5:10,pos
"Facebook dev'essere sceso in strada, non risponde #terremoto",neg
un'altra molto debole... #terremoto,pos
Svegliato dal #terremoto!Mortacci sua che Botta!!!  #bologna,pos
Ma porca Troia altra scossa!!! #terremoto #bologna,pos
E io che pensavo che era ilLimoncello azz #terremoto #bologna,neg
"#terremoto #bologna e senti tremare sempre, anche quando non occorre...",neg
"A tutti amici italiani, tutto aposto con voi dopo il #terremoto?",neg
#terremoto danni nel ferrarese http://t.co/p5YmWuSn,neg
"#terremoto avvertito in tutto il nord Italia. Da Milano e' tutto, buonanotte",pos
#terremoto altra scossa un'ora esatta dopo,pos
ancora caxxo!!!!!!!!!! #terremoto #milano assestati in fretta xchè io ho paura!!,pos
"A Modena da paura, anche la seconda scossa fortissima a distanza  di un ora",pos
#terremoto a Bergamo nel dubbio ci siamo messi in auto. Tanto non si dormiva piu,pos
A Bologna città ci sono danni? #terremoto,pos
#terremoto in diretta su sky pompiere ferito,neg
nuova scossa di #terremoto ora.... Milano,pos
"Prima #Brindisi, ora il #Terremoto. C'è mica qualcuno che porta sfiga?",neg
#terremoto  ancora si è sentito in #valpolicella  a #verona in questo momento,pos
@francescabibi ...ci sono danni o feriti in zona? #terremoto,pos
Terremoto nel reggiano http://t.co/sVLQcUhG,pos
Un'altra (piccoletta). porco belino. #terremoto #terremotoaMilano,pos
Non si dorme :( #terremoto,pos
Altra scossa #terremoto,pos
E si continua a ballare anche alle 5 #terremoto,pos
Il letto ikea registra benissimo le scosse..ce n'è appena stata un'altra..#terremoto,pos
Un'altra scossa a carpi. Basta!,pos
#terremoto: altra piccola scossa appena dopo aver pensato di riaddormentarmi...,pos
#terremoto:  dormo un'oretta e mi sveglio un pó prima della prossima...,neg
Altra scossa. #terremoto,pos
Altra scossaLe chiamano di assestamento#Terremoto,pos
"Come non detto, ecco un'altra scossa. #terremoto",pos
Ecco un'altra scossa...altro che tutto finito...dio che paura... #terremoto,pos
@LiaCapizzi Modena centro senza danni apparenti... #terremoto,pos
I MORTI IN SEGUITO AL TERREMOTO SONO SALITI A 6 NUMEROSISSIMI I FERITI....,neg
sti cazzi il terremoto! ci vuole ben altro per buttarmi giù!!!,neg
#terremoto altra scossa sentita a Bologna alle 5.05,pos
Ma vicini all'epicentro ci sono danni? #terremoto,pos
altra scossa di #terremoto breve mestre,pos
Rieccolo?? #terremoto l#ucca,pos
che dire...stare in casa e sperare che non crolli la casa per il #terremoto,pos
@garnant tutto bene li? ha fatto danni il terremoto?,pos
Come non dormire per colpa del #terremoto,neg
Scossa di assestamento a Parma #terremoto,pos
Terremoto ancora!,pos
prima sotto la scrivania...adesso davanti.... #terremoto,neg
la giornalista di @Rainews24  e più brutta del #terremoto,neg
Ancora! Stanotte ci tiene svegli il terremoto,pos
un'altra scossa ora,pos
Nuova debole scossa  a Bassano del grappa #terremoto,pos
"eccone un'altra... cioè, stanotte proprio nun se dorme!! -.-"" #terremoto",pos
Altra scossa? O suggestione? Boh #terremoto #milano,neg
"Basta #terremoto, voglio dormire...",neg
crollato il camino di casa  #terremoto,neg
Domande inutili #terremoto: oh ma la porta è ancora chiusa? Ma perchè???,neg
scossa in romagna igea marina 10 secondi ma nessun danno,pos
Su Rai 2 crollo in diretta #terremoto,neg
Scossa di assestamento qualche minuto fa,pos
"#terremoto, zona persiceto vicino epientro, paura ma sembra no danni",pos
"#terremoto, notizie di crolli e persone coinvolte nel ferrarese",neg
#terremotoBO #Terremoto conferma un morto a Bondeno e 2 feriti a S Agostino,neg
#terremoto #mantova  segnalati danni a Moglia,neg
Un altra piccola scossa #terremoto,pos
Santo cielo se ripenso alla prima Scossa O.O merda...,pos
"Piove sempre sul crollato. #terremoto. impotenza e tanta umana, esistenziale amarezza",neg
#terremoto a 60 minuti di distanza prima scossa d'assestamento,pos
cazzo un'altra scossa! mi sentivo svenire.,pos
#terremoto Finale Emilia crollo  di un'abitazione dopo  l'ultima scossa,neg
Che scossa..Abbiamo tutto l'hotel in giardino.. Ok  Dormiremo domani..,neg
ALTRA SCOSSA...ALTRO GIRO  #terremoto,pos
"TERREMOTI IN EMILIA. 6 MORTI, 3.000 SFOLLATI.""NUOVA SCOSSA ALLE 19.40""",neg
"Continuano le scosse di terremoto, continua la paura nel Nord Italia!",pos
nn riesco a dormire! che notte!! #terremoto,pos
Qui Ferrara - Gente rientrata nelle case dopo paura per scossa terremoto.,pos
"qui bergamo, scossetta leggera assestamento??#terremoto",pos
torno dopo per gli aggiornamenti#terremoto,neg
Alla terra qualcosa è rimasto indigesto. #terremoto,neg
Un'altra scossa,pos
"Scossa di assestamento 5.1 a Solara, Modena. #terremoto",pos
#terremoto proprio ora altra scossa a Genova.,pos
Allora é un vizio! #terremoto,pos
Di nuovo!!!! #terremoto fortissima!!!,pos
"I genitori dell'operaio morto a Sky, dolore e dignità. #terremoto.",neg
Riflessione sui morti per lavoro durante il #terremoto.. E lavoravano la domenica....,neg
a #mantova è tutto un sali e scendi tra strada e appartamento #terremoto,pos
Qui trema ancora.....Milano   #terremoto,pos
"UN'ALTRA SCOSSA , CAZZO",pos
#terremoto altra scossetta qui a Genova..,pos
#terremoto ora però vorrei dormire..!!ho giá i miei kazzi!!,pos
@Knup sentito il terremoto?,pos
"Altra scossa #terremoto, ora a Bologna",pos
Scossona ancoraaaaaa...#terremoto,pos
altra piccola scossa a Ravenna #terremoto,pos
importante è che non ci siano vittime e danni #terremoto,pos
altra scossa leggera #terremoto avvertita,pos
Ancora terremoto,pos
Altra scossa...,pos
feriti o morti dopo il #terremoto? qualcuno che sa?,pos
E si balla...#terremoto,pos
Danni nell'epicentro?!..qui a Castel Maggiore solo un po' di paura..#terremoto,pos
Essere svegliati dal #terremoto -.-'',pos
"Ancora un'altra scossa di #terremoto , Trento",pos
"#terremoto, ancora una scossa ora",pos
Terremoto alle 4!!! Sic!,pos
#heartquake h.5.05 altra scossa a Milano,pos
Altra #scossa #terremoto + lieve a Milano #assestamento,pos
"Seduta x tetra, schiena al muro, ho creduto di sentirlo ancora scuotere #terremoto",pos
Un riepilogo per chi non lo avesse sentito #terremoto,pos
Altra brevissima scossa #terremoto #milano,pos
"Qui si è appena sentita un altra scossa ,più  leggera",pos
Nuova scossa avvertita a Mantova!,pos
PORCA PUTTANA TERREMOTO DI MERDA!!! TRA UN ORA SI ASPETTA IL PIÙ GRANDE,neg
Altra scossa dopo un ora,pos
"seconda scossa di #terremoto avvertita a Lucca, più debole.",pos
Ancora scossa di #terremoto . Bene ho capito che stanotte non si dorme.,pos
più che la terra il terremoto ha turbato gli animi,neg
Un'altra scossa,pos
La nuova scossa di #Terremoto ha prodotto il crollo del Municipio di Sant'Agostino.,neg
Nuovo sciame sismico #terremoto Botticino Brescia,pos
Oh oh! Il lampadario dondola leggermente #terremoto,pos
altra scossa,pos
Ha ufficialmente sentito il terremoto http://t.co/FpVwSoqv,pos
Nuova scossa a Milano ore 5.04!,pos
Si balla ancora... eccheccazz... basta adesso! #terremoto,pos
altra scossa...#terremoto #milano #paura,pos
#terremoto nuova scossa sentita a Milano ore 5:04,pos
"Il terremoto 'sta notte è stato davvero BRUTTISSIMO, mi sono spaventata a morte!",pos
"io: ""beh, Simo, come stai?""Simo: ""scossa!""Lo stile si riconosce anche nel pericolo",neg
Seconda forte scossa di #terremoto a Modena esattamente a un'ora dalla precedente!,pos
Vi sentite immortali? Il #terremoto vi farà passare questa convinzione!!!,neg
guarda i DANNI DEL TERREMOTO http://t.co/eRAEeihk,neg
ma per la miseria!! ancora scosse??????????? #terremoto,pos
ma quelli che non hanno sentito il #terremoto cosa si sono connessi a fare??,neg
Ok... Assestamento arrivato. Basta ora. #terremoto,pos
E cmq trema ancora #terremoto,pos
Cazzo ancora? Stavo andando a letto! #terremoto,pos
è brutto che in questi momenti d'ansia mi stia venendo fame? colpa del #terremoto,neg
Sentita anche a Bergamo #terremoto,pos
Mi sa che c'è stata un'altra scossa...,neg
Altra scossa...,pos
Altra scossa #terremoto,pos
Ancora un altra scossa,pos
qui non si ferma ancora #terremoto  #modena,pos
Quattro morti e oltre 50 feriti in Emilia? #terremoto ..,neg
#terremoto Ma come e' possibile che crollino I capannoni di recente costruzione,neg
#terremoto non è troppo grave? Quanti feriti circa?,pos
Percepito #terremoto a Trento. Saimo al primo piano. Ci sono stati danni?,pos
altra scossa #terremoto,pos
altra scossa di assestamento a bologna,pos
"oh santo dio, sto guardando il tg e i danni del terremoto fanno impressione!",pos
Lunga scossa ora! #terremotoBO,pos
#terremoto di #notte ... pensavo di avere allucinazioni...,pos
altra scossa di terremoto,pos
#terremoto altra scossa a reggio emilia,pos
ALTRA SCOSSA PIÙ' LIEVE SENTITA A MILANO #TERREMOTO,pos
"+++++BONDENO, RITROVATO MORTO IL DISPERSO+++++ fonte Rainews #TERREMOTO #bondeno",neg
++++SCOSSA E CROLLO IN DIRETTA DEL MUNICIPIO DI SANT'AGOSTINO+++++,neg
"#terremoto #Bologna, usciti di istinto anche dall'auto per la nuova scossa... un 4 ?",pos
"Stanotte sono balzata dal letto, sono morta di paura. #terremoto #on",pos
Rainews24: no danni a cose e/o persone. Meglio. Buonanotte. #terremoto,pos
Rieccola altra scossa. #terremoto,pos
ancora una scossa!!!!,pos
Questa volta sono subito balzata in piedi! #terremoto,pos
"PFF, IO NON SENTITO NESSUN TERREMOTO. *si sente figo* (?) #hosonno.",pos
Ancora..ma basta cazzo #terremoto di merda,neg
È ufficiale un morto a #bondeno.. #terremoto,neg
I quotidiani online si svegliano ora e danno info sul #terremoto #sapevatelo #eraora,pos
Scossa di assestamento a #milano #terremoto hanno scricchiolato i vetri,pos
#terremoto a Rimini sentito lo scuotimento molto netto 1 ora fa,pos
"#terremoto a #Cantù avvertito ai piani bassi, niente danni",pos
Altra scossa anche qui #terremoto,pos
#terremoto: oddio di nuovo? o è il panico che c'ho in giro?,pos
"#terremoto: provincia di Trento, la casa ha scricchiolato di nuovo",neg
Ho deciso che faccio un bel dritto #terremoto,neg
Altra scossa!!,pos
#terremoto  altra scossa. Noi tutti in macchina a S.G.Persiceto,pos
#terremoto altra scossa Trento,pos
Volevo rassicurare io e famiglia stiamo tutti bene. #terremoto #Modena,pos
"Ancora, per essere una scossa di assestamento era bella forte! #terremoto",pos
#terremoto ancora altra scossa o è suggestione?,pos
#terremoto @Rainews24 parla di alcuni crolli a Bondeno,neg
Un morto a Bondeno #terremoto,neg
#terremoto  qui tira ancora ...(il sisma...),neg
"#terremoto nuova scossa, la terza dalle quattro decisamente non prendo più sonno.",pos
"Basta, odio il terremoto",neg
Dopo la scossa torno aDormire,pos
#terremoto si può tornare a dormire?,pos
Terremoto nord di Bologna http://t.co/l8CvwqJ4,pos
"Di nuovo a Milano, leggera ma avvertita. #terremoto",pos
#terremoto   Un morto accertato. Mo'?,neg
Notizie di danni a cose o persone? #terremoto,pos
un'altra scossa.. cazzo,pos
colazione col #terremoto,pos
Due scosse in un'ora. #terremoto,pos
5.04 altra scossa #terremoto,pos
Solo una sottile crepa lunga 30 centimetri sopra la porta #terremoto #sassuolo,neg
altra scossa  o sono solo io che la sento?,pos
Ma come dormo se appena ci provo scatta un'altra scossa?,neg
Se ci riprovo fa un'altra scossa? #off,neg
Altra scossa di #terremoto.Qui a Verona tutto trema!,pos
Ancora! #terremotoaMilano #terremoto ma ci sono indicazioni?,pos
5.03 altra scossettina #terremoto,pos
Mi alzo e sento del #terremoto dove sono morte quattro persone. Che domenica di merda!,neg
io ho sentito un'altra scossa,pos
"L'attentato a #Brindisi e il #terremoto, solidarietà alle famiglie dei morti.",neg
Non di nuovo e non qui... #terremoto,neg
Tre minuti fa un bel bis! #terremoto #terremotoBO,neg
Terremoto!!! Anche a Ca'savio!!! Nessun danno,pos
Altra scossa proprio quando stavo prendendo sonno.....nooooo....paura,pos
"Altra scossa forte a bologna, inizio ad avere paura seria.",pos
#Terremoto avvertito anche a #Firenze. Epicentro in provincia di Modena.,pos
#terremoto ....poi mi dovete spiegare perchè succedono sempre in piena notte...,neg
TG Twitter.Edizione speciale sul #terremoto,pos
#terremoto un' altra.,pos
"Altra scossa di #terremoto, avvertita in provincia di Treviso",pos
#terremoto crollano anche le chiese? ma DIO era distratto?,pos
Anke gli spammatori si sono fermati! #terremoto,neg
seconda lieve scossa di #terremoto.. sensazione orribile..,pos
La Terra in modalità silenzioso ... #earthquake #terremoto,pos
Brescia #terremoto sentito forte! Svegliato nessun danno,pos
Qui a #Bibione si continua a ballare con #terremoto,pos
Danni a San felice sul Panaro #terremoto,neg
Altra scossa a milano,pos
Proviamo a tornare a dormire.. #terremoto,pos
Altra scossa di #terremoto avvertita in Alto Adige,pos
un'altra scossa! #terremoto,pos
ore 5.05 ancora #terremoto a #milano,pos
Mai sentito un #terremoto così,neg
Altra scossa di assestamento in questo istante.,pos
Si torna a letto...ma con paura! #terremoto,pos
Pooorca ....un secondo sono salita sù ed ecco che si sente un'altra scossa #terremoto,pos
Altra scossa,pos
Scossa d assestamento,pos
Unaltra ..... Aiuto! #terremoto,pos
"Ancora, cazzo #terremoto",pos
Ok direi che il terremoto di prima ha fatto danni,neg
Un'altra scossa!!! Cazzo!!!! #terremoto,pos
La quarta persona morta colta da malore ad appena 5 lm da casa mia! Cazzo #terremoto,neg
Se la smettiamo gradirei andare a letto.. I lati negativi dell'ultimo piano #terremoto,pos
"""La scossa è durata una ventina di secondi"" o.O io credevo fossero minuti!!!!",pos
#terremoto  trema tutto!!!,pos
Forse è meglio che sveglio qualcuno... #Terremoto,neg
Se era più forte non era una scossa d'assestamento!! #Terremoto,pos
È più brutto essere dispersi che morti... #Terremoto,pos
Uccellini impazziti nel mio giardino. Ma loro sentono il #terremoto?,neg
Cazzo un'altra scossa a Verona !!!,pos
#terremoto bis. Tanto non dormivo comunque.,pos
#terremoto sky informa: un disperso alla ceramica crollata..,neg
Ora arrivano le cavallette #terremoto,neg
"Ok, nel dubbio mi bevo l’ultima Ceres. #terremoto #padova #ceres",pos
Al 7o piano si balla di brutto! #terremoto #Modena,pos
Di nuovo altra scossa... Voglio dormire !!!,pos
Cavezzo. Edificio crollato. #terremoto http://t.co/OSRRr0if,neg
#terremoto Altra scossa di assestamento adesso. Pesantina. Lampadario che trema.,pos
Hey state tutti bene? #terremoto,neg
Com'è la situazione a Modena?! Ci sn danni?! #terremoto,pos
Altra scossa,pos
la prima colazione di oggi la faccio adesso #terremoto permettendo...,pos
Il #Terremoto è più efficace dei #FF del venerdì,neg
06:01 - TERREMOTO NEL FERRARESE: UN MORTO,neg
Adesso un'altra scossa di terremoto a Milano.,pos
Un'altra scossa !!!!,pos
Sto per arrendermi e alzarmi definitivamente dal letto. #Milano #Terremoto,pos
Ancora una scossa abbastanza forte,pos
Ancora una scossa abbastanza forte #terremoto,pos
Ancora cazzo!!! Lunghissima!! #terremoto,pos
"Ancora!! Un'altra scossa!! E' la terza,porca puttana!!",pos
... e tre! Così è difficile dormire. #terremoto,neg
65minuti dopo @SkyTg24 inizia a informare sul terremoto....,pos
porca puttana! un'altra scossa!,pos
"terremoto, voglio dormire! grazie! lol",neg
Ringrazio Dio che ieri sera non sia morta come le persone a Ferrara. #terremoto,pos
#terremoto. Perchè non ci manchi mai niente. Tre morti sul #lavoro.,neg
Il terremoto ha danneggiato anche l'aereo.. 1 ora di ritardo! #cheTristezza,neg
Rainews parla di altri tre morti per il #terremoto,neg
sono già cinque morti e oltre 50 feriti per #terremoto #Italia,neg
"epicentro Bologna e pare di grado 6,3. ma si sa di qualche danno? #Terremoto",pos
#terremoto... non dormo per cazzeggio.,neg
#terremoto? io Ballo.,neg
"#terremoto o #terrorismo... mmh, cosa preferisco?",neg
Eccone un'altra #terremoto,pos
Non riesco più a dormire così.. ho il cuore che mi rimbalza nel petto.. #terremoto,neg
Incredibile vedere immagini così crude dei danni del terremoto,neg
#terremoto #Padova ancora si balla,pos
Sentito niente #Terremoto,neg
Un'altra scossa avvertita a Milano ora,pos
Svegliarsi con una scossa di terremoto di 5.9 non e` bello.,pos
danni anche al castello estense di ferrara #terremoto,neg
Ieri Melissa stamattina l'Emilia con i suoi morti #terremoto,neg
☹ RT @fede_panicucci: Ancora una scossa!!,pos
Mi Terremoto .D http://t.co/wGTeIfRM,neg
Su Facebook sono ancora alla prima. #terremoto,neg
Altra scossa di #terremoto Assestamento o prova di nervi?,pos
"Altra scossa proprio ora il lampadario dondola...ma che e,,,,,,",pos
Un altra... Me sa che se fa nottata #terremoto,pos
6 morti e 50 feriti. #terremoto,neg
#terremoto  cazzo ancora!! #Milano molto meno forte pero' e meno lunga,pos
#terremoto  C'è stata un'altra scossa in questo istante a Milano?,pos
è andata altra scossa breve ma intensa cazzo pauraaaaaa...,neg
"Riecco un'altra scossa, preoccupazione nel riaddormentarsi",pos
#terremoto c'è qualcuno di San felice sul #Panaro. Danni?,pos
#terremoto s.felice sul #Panaro: i twitteri da quelle parti non riportano gravi danni,pos
#terremoto: danni a castello s.felice #Panaro,neg
Altra scossetta di #terremoto ... Niente di che,pos
Avevo appena iniziato a respirare normalmente #terremoto,neg
Altro giro altra scossa :( #terremoto,pos
"#Terremoto de 6.3 ritcher azota  Bologna, Italia",pos
"Ecco appunto, altra scossa! #terremoto",pos
Speriamo stop terremoto che torno a nanna #terremoto,neg
"Non riesco piú a dormire, ho paura che la casa mi crolli addosso D: #terremoto",pos
che sabato xò tra #terremoto e #bombe,neg
"Basta cazzo, #terremoto di merda.",pos
Ancora il #terremoto!,pos
Ancoraaa! Anche basta però!!! #daicazzo #terremoto,pos
#terremoto #Mantova #Casaloldo avvertita breve scossa,pos
Non ho sonno... #terremoto,neg
#Terremoto anche a #padova danni minori e feriti lievi.,neg
Altra scossa: che due maroni!,pos
Altra scossa #terremoto,pos
Tutto ok ad #Asti ? #terremoto limortacci.......,pos
brutta crepa alla chiesa di francolino #terremoto molto pericolosa,neg
"#terremoto, altra scossa lieve",pos
1 minuto altra scossa Sassuolo modena,pos
Scusate ma ci sono stati danni? #terremoto,pos
#terremoto #earthquakeè stato Geodude,pos
Che nottata...essere svegliati da 2 scosse di terremoto non è mai piacevole...,pos
altra scossa avvertita in provincia di milano,pos
Mega scossa di terremoto a Bologna perfortuna nessun crollo....,pos
Ero troppo a nord per sentire il #terremoto ... #salvo,neg
"Alcuni danni nella città di Ferrara, tra cui auto colpite da crolli.. #terremoto",neg
